	microarray_data_1.CEL
10338285	3.02911120503386
10338286	6.38527341876781
10338287	1.68479778701703
10338288	1.35506012224973
10338289	2.45226093438226
10338290	4.14355448255002
10338291	1.21114247633172
10338292	6.27190196494995
10338293	3.0636558221973
10338294	5.17724259596741
10338295	7.18737102539844
10338296	1.43257104318997
10338297	1.76584174206828
10338298	7.44328600550163
10338299	2.60682054863594
10338300	1.85009283668116
10338301	1.21114247633172
10338302	1.13363155539147
10338303	1.48579131555524
10338304	2.02879480187924
10338305	3.69388081817807
10338306	5.94002635293606
10338307	0.793910344891703
10338308	1.51361499824123
10338309	1.06718843999725
10338310	3.26720154821486
10338311	6.61212445116734
10338312	3.60762635379805
10338313	0.923270794079236
10338314	4.368931394363
10338315	6.40689503098988
10338316	4.08784835629477
10338317	8.4991612712564
10338318	2.20540032478486
10338319	2.73605964761394
10338320	4.06062697770407
10338321	1.52035517191385
10338322	3.77506086744278
10338323	1.69615207686748
10338324	2.50878765657468
10338325	5.03675447137444
10338326	5.04932393652573
10338327	4.64830175973544
10338328	0.499075886124315
10338329	1.62233289370304
10338330	3.11184134156459
10338331	4.32417309461682
10338332	1.12991083498061
10338333	3.1413607262463
10338334	3.66664557008652
10338335	3.34885165326203
10338336	1.51361499824123
10338337	1.97583916745381
10338338	1.57562806996264
10338339	6.18361586050355
10338340	2.29368816307248
10338341	1.94454370726637
10338342	1.44653598874942
10338343	1.35506012224973
10338344	6.59302001946411
10338345	2.29246432122262
10338346	4.74346098647196
10338347	4.94215772831998
10338348	3.9994940276206
10338349	3.33753181074847
10338350	3.50556193644065
10338351	1.27754920130949
10338352	3.13296523904803
10338353	5.33977485818587
10338354	3.52284734386272
10338355	0.611870357388098
10338356	3.79311908763379
10338357	1.52035517191385
10338358	2.57186441386983
10338359	3.13652637722398
10338360	1.60728686607679
10338361	2.98156411308666
10338362	1.20373001814505
10338363	1.94454370726637
10338364	2.61206318357187
10338365	1.76316114251822
10338366	2.20675646890954
10338367	3.89676763898526
10338368	1.95317358095781
10338369	1.52035517191385
10338370	1.44653598874942
10338371	3.95982192823861
10338372	2.62452560908264
10338373	5.71701931711348
10338374	5.19717801672429
10338375	2.9859509181483
10338376	1.68479778701703
10338377	0.923270794079236
10338378	2.99565766302355
10338379	1.24707707680831
10338380	3.65404759155382
10338381	0.989713909473463
10338382	1.95317358095781
10338383	5.31669601939065
10338384	2.13563578061346
10338385	6.31875006331849
10338386	1.13363155539147
10338387	0.856827678685009
10338388	1.12991083498061
10338389	1.06718843999725
10338390	1.51361499824123
10338391	1.05981237222703
10338392	1.20373001814505
10338393	5.21471361825439
10338394	5.719361889808
10338395	5.21745666193711
10338396	5.1368051150204
10338397	1.51361499824123
10338398	5.09148758723219
10338399	5.38150891370041
10338400	4.19249731541322
10338401	1.13363155539147
10338402	1.35506012224973
10338403	4.4555174963409
10338404	4.86881186316237
10338405	1.27754920130949
10338406	0.86035346028593
10338407	3.03663407757887
10338408	3.66618283314892
10338409	2.65035179530087
10338410	4.47864958729794
10338411	7.91715977631053
10338412	1.37643752599584
10338413	1.85470695285898
10338414	2.28696588471814
10338415	1.44653598874942
10338416	1.44653598874942
10338417	1.68479778701703
10338418	1.29218643138297
10338419	1.89013131514074
10338420	1.12991083498061
10338421	3.21423128127298
10338422	2.38255337386317
10338423	1.27444744411609
10338424	7.45916863769313
10338425	3.08769096506478
10338426	0.86035346028593
10338427	1.67891004790535
10338428	1.59465895329248
10338429	3.62930192657772
10338430	0.856827678685009
10338431	1.28124093908529
10338432	1.06718843999725
10338433	11.663699386977
10338434	7.44465846940488
10338435	0.989713909473463
10338436	1.05981237222703
10338437	7.5777260393174
10338438	0.793910344891703
10338439	2.02588974163478
10338440	3.8610263494124
10338441	1.27754920130949
10338442	3.67386440700187
10338443	1.13363155539147
10338444	0.730993011098397
10338445	0.80079213343078
10338446	4.20035611716026
10338447	1.68479778701703
10338448	1.93895804747185
10338449	3.49372514354637
10338450	1.67891004790535
10338451	0.923270794079236
10338452	1.08178202714418
10338453	2.4718660172292
10338454	1.43257104318997
10338455	3.12234192989195
10338456	3.64973836673925
10338457	4.40144976958356
10338458	2.41330953787833
10338459	1.44653598874942
10338460	6.83957492705802
10338461	3.96859367566285
10338462	1.76584174206828
10338463	5.88301465853662
10338464	2.29442846124027
10338465	1.44653598874942
10338466	6.76396809449286
10338467	1.78598883127488
10338468	2.80756842248597
10338469	1.93702453084409
10338470	2.55809798058364
10338471	8.31464019857106
10338472	11.6656514622898
10338473	2.11572649604218
10338474	4.99675818687574
10338475	11.147242750066
10338476	1.37643752599584
10338477	4.25760095357404
10338478	0.856827678685009
10338479	0.930451923039502
10338480	1.76584174206828
10338481	3.45821079684454
10338482	5.93753413683849
10338483	2.70092839436257
10338484	1.77366299780772
10338485	1.33400877097124
10338486	5.66324927999269
10338487	3.42291635985688
10338488	4.62565136687774
10338489	2.11572649604218
10338490	2.11572649604218
10338491	7.19391845143974
10338492	2.83191241343633
10338493	2.74304720264563
10338494	4.43719105915642
10338495	3.34916393677432
10338496	5.80651742234135
10338497	2.47377611872564
10338498	6.5120669685225
10338499	1.51361499824123
10338500	1.43610407730098
10338501	2.36800983976939
10338502	1.75358973699294
10338503	1.28124093908529
10338504	12.156603598756
10338505	4.48098313922564
10338506	2.38410228998295
10338507	3.54906987444718
10338508	1.76316114251822
10338509	2.99354416515832
10338510	6.13297151547911
10338511	2.11572649604218
10338512	1.44653598874942
10338513	4.79016998596229
10338514	5.69799971932509
10338515	5.99291605656873
10338516	1.28124093908529
10338517	4.87575877175358
10338518	2.47377611872564
10338519	2.74659901044702
10338520	4.56599413642911
10338521	4.22185966400118
10338522	7.44720538474998
10338523	2.02879480187924
10338524	7.71796434402819
10338525	3.75219992282502
10338526	0.856827678685009
10338527	1.27754920130949
10338528	5.43667169316745
10338529	8.60617020353615
10338530	8.54555554426407
10338531	3.56526695359137
10338532	4.46618402132665
10338533	3.87656037362162
10338534	2.55035293528689
10338535	1.5978660928541
10338536	1.28124093908529
10338537	0.856827678685009
10338538	1.36228489413654
10338539	0.856827678685009
10338540	6.4924575581571
10338541	5.70290102130799
10338542	4.82813754690107
10338543	0.923270794079236
10338544	0.671431684243248
10338545	3.9563766015887
10338546	1.39692610476455
10338547	3.39884714864882
10338548	1.5978660928541
10338549	0.734349018036553
10338550	2.29442846124027
10338551	1.53346768291235
10338552	7.4067281207028
10338553	1.78598883127488
10338554	1.67891004790535
10338555	2.1271692715585
10338556	4.70414750885041
10338557	3.26751039629774
10338558	8.02612969386499
10338559	3.74177166878048
10338560	1.60728686607679
10338561	5.03222412928629
10338562	0.923270794079236
10338563	1.37643752599584
10338564	1.20373001814505
10338565	6.58734279781447
10338566	2.86733157968701
10338567	5.67596913298558
10338568	2.20459170683287
10338569	1.51361499824123
10338570	2.03421753600906
10338571	3.93082140480748
10338572	1.20373001814505
10338573	1.63111107634448
10338574	3.29022805551629
10338575	1.12991083498061
10338576	2.55809798058364
10338577	2.42774370152343
10338578	6.65789045143103
10338579	1.20373001814505
10338580	3.08549441743094
10338581	1.5978660928541
10338582	2.29368816307248
10338583	0.86035346028593
10338584	2.20675646890954
10338585	11.6276560041458
10338586	2.59303875118755
10338587	3.48599311715203
10338588	4.53311403453507
10338589	1.85470695285898
10338590	1.67891004790535
10338591	2.92174916784372
10338592	1.05981237222703
10338593	1.43610407730098
10338594	2.9217716688693
10338595	4.67020258994884
10338596	1.12991083498061
10338597	1.55223443094947
10338598	0.86035346028593
10338599	1.76584174206828
10338600	4.21562294790886
10338601	4.49344193515308
10338602	1.5978660928541
10338603	4.96760855368857
10338604	6.88742934508155
10338605	5.34473372522932
10338606	3.7128151240344
10338607	4.86701839423429
10338608	1.95317358095781
10338609	1.05981237222703
10338610	4.38414814040924
10338611	3.34521530034674
10338612	2.46826122617625
10338613	3.26345608446124
10338614	1.27754920130949
10338615	5.12977804000972
10338616	4.02641653732319
10338617	3.26751039629774
10338618	1.5978660928541
10338619	5.60428653118962
10338620	3.29678240010409
10338621	1.68479778701703
10338622	1.05981237222703
10338623	1.68479778701703
10338624	3.40377177969761
10338625	1.05981237222703
10338626	1.59465895329248
10338627	7.17701908893039
10338628	1.35506012224973
10338629	2.20821322660975
10338630	1.20373001814505
10338631	3.48599311715203
10338632	1.22574331598874
10338633	1.93895804747185
10338634	0.923270794079236
10338635	0.793910344891703
10338636	1.35506012224973
10338637	2.73605964761394
10338638	2.54937693816944
10338639	2.90385920903766
10338640	1.76316114251822
10338641	2.29368816307248
10338642	5.14148656562114
10338643	1.27444744411609
10338644	3.19288529661585
10338645	4.62446674065064
10338646	1.76316114251822
10338647	1.43257104318997
10338648	3.98265958605842
10338649	1.21114247633172
10338650	2.20926098066914
10338651	4.88433140878863
10338652	1.86349975221512
10338653	3.58183110496064
10338654	3.5445495965029
10338655	1.90574070470024
10338656	4.18425508841644
10338657	3.5445495965029
10338658	3.48599311715203
10338659	5.22529253830562
10338660	0.989713909473463
10338661	1.20373001814505
10338662	6.04447103797185
10338663	1.28124093908529
10338664	5.11476212343393
10338665	3.9994940276206
10338666	4.14227708275125
10338667	1.43257104318997
10338668	1.52035517191385
10338669	0.86035346028593
10338670	2.02588974163478
10338671	3.42219751841964
10338672	2.81815135672458
10338673	12.157930941294
10338674	5.54934631600643
10338675	2.62805783933589
10338676	1.28124093908529
10338677	1.36228489413654
10338678	1.93702453084409
10338679	1.64207118535686
10338680	1.98783241381088
10338681	3.92654798636438
10338682	3.39746739216766
10338683	4.96695941597936
10338684	4.27895937017289
10338685	1.76316114251822
10338686	2.55809798058364
10338687	4.01257046347626
10338688	5.79832506619718
10338689	6.01322333538349
10338690	0.993369256832808
10338691	2.4141648477704
10338692	2.7691110049805
10338693	0.86035346028593
10338694	1.14469936093749
10338695	0.923270794079236
10338696	1.28124093908529
10338697	1.35506012224973
10338698	1.20373001814505
10338699	1.27754920130949
10338700	2.9859509181483
10338701	2.72986351843697
10338702	3.27713639122872
10338703	2.29442846124027
10338704	3.59898861364983
10338705	5.00358014028907
10338706	5.19664185848866
10338707	2.99565766302355
10338708	6.51995562214577
10338709	6.12226867801063
10338710	2.71789459374329
10338711	1.27754920130949
10338712	6.99535542712786
10338713	3.77137160338527
10338714	1.35506012224973
10338715	1.93895804747185
10338716	3.86291414302887
10338717	3.47872646750204
10338718	3.8864985311228
10338719	3.51988512757737
10338720	3.7759725272887
10338721	0.870890596184352
10338722	2.20540032478486
10338723	1.71216964811044
10338724	3.93969990844958
10338725	1.33400877097124
10338726	2.45226093438226
10338727	6.22853166664042
10338728	4.53487866831415
10338729	0.989713909473463
10338730	6.68160246021468
10338731	0.793910344891703
10338732	1.27754920130949
10338733	3.12234192989195
10338734	2.20821322660975
10338735	1.06718843999725
10338736	1.05981237222703
10338737	1.94454370726637
10338738	4.43256523769852
10338739	3.57705749775003
10338740	2.20631513466517
10338741	4.74721137862539
10338742	2.80756842248597
10338743	2.61206318357187
10338744	1.35506012224973
10338745	2.39804683406476
10338746	4.89091692854886
10338747	1.62233289370304
10338748	9.87688537975783
10338749	2.55035293528689
10338750	1.27754920130949
10338751	4.39933303417847
10338752	1.85009283668116
10338753	1.05981237222703
10338754	2.91189406011115
10338755	1.28124093908529
10338756	1.27754920130949
10338757	4.93876653246848
10338758	5.31953742722558
10338759	1.54282323805687
10338760	5.43163829647052
10338761	5.72523333092344
10338762	2.03421753600906
10338763	3.89676763898526
10338764	3.9858740379442
10338765	2.29442846124027
10338766	4.43719105915642
10338767	0.730993011098397
10338768	1.46336922015878
10338769	2.81986075806992
10338770	1.94454370726637
10338771	1.48579131555524
10338772	3.35548938650247
10338773	5.55571014578018
10338774	1.28124093908529
10338775	1.13363155539147
10338776	2.29368816307248
10338777	1.06718843999725
10338778	1.27754920130949
10338779	2.20675646890954
10338780	3.33753181074847
10338781	1.27754920130949
10338782	2.11475495242548
10338783	3.55643137155105
10338784	2.11475495242548
10338785	2.6561155084827
10338786	1.00427110620394
10338787	2.04965835061825
10338788	1.05981237222703
10338789	5.74940679820721
10338790	1.94454370726637
10338791	3.74177166878048
10338792	5.68129590034768
10338793	3.42291635985688
10338794	2.11846863062193
10338795	1.95317358095781
10338796	4.03709860320535
10338797	2.20459170683287
10338798	1.69615207686748
10338799	1.59465895329248
10338800	7.3054756153271
10338801	0.86035346028593
10338802	6.3869232902328
10338803	2.5391926285452
10338804	7.59174774245349
10338805	1.39692610476455
10338806	0.989713909473463
10338807	1.53346768291235
10338808	1.28124093908529
10338809	1.37643752599584
10338810	3.21423128127298
10338811	5.74826741345925
10338812	5.81342037722483
10338813	0.8883125437169
10338814	6.99486783085922
10338815	6.8282014078449
10338816	2.28232551880457
10338817	4.41376116695331
10338818	1.30999441060162
10338819	1.43257104318997
10338820	3.69419544297686
10338821	2.1271692715585
10338822	2.80756842248597
10338823	3.72058954202365
10338824	2.02879480187924
10338825	1.06718843999725
10338826	1.90574070470024
10338827	3.36657745549917
10338828	2.38410228998295
10338829	2.42774370152343
10338830	4.86336130718968
10338831	4.73803909065286
10338832	5.05370952305918
10338833	3.51048535670725
10338834	2.11475495242548
10338835	4.97375152506476
10338836	1.12991083498061
10338837	1.71216964811044
10338838	1.42287398176194
10338839	2.20821322660975
10338840	1.12991083498061
10338841	3.85367743133771
10338842	2.8016036819965
10338843	1.29218643138297
10338844	0.993369256832808
10338845	1.67891004790535
10338846	3.22263906779071
10338847	6.66501611257794
10338848	2.38255337386317
10338849	0.86035346028593
10338850	1.13363155539147
10338851	3.56710127378419
10338852	2.98030564719459
10338853	7.9452083365668
10338854	5.59845348775233
10338855	1.76316114251822
10338856	1.77366299780772
10338857	1.51361499824123
10338858	3.34916393677432
10338859	1.35506012224973
10338860	1.14469936093749
10338861	3.85506849470978
10338862	1.43257104318997
10338863	2.5391926285452
10338864	1.20373001814505
10338865	4.89045200910427
10338866	1.37643752599584
10338867	4.05024378071002
10338868	2.29426553557556
10338869	1.95317358095781
10338870	5.94517514354833
10338871	5.02067994752852
10338872	1.95317358095781
10338873	0.930451923039502
10338874	2.86733157968701
10338875	7.27779200606385
10338876	3.57705749775003
10338877	4.22127725502537
10338878	1.43610407730098
10338879	2.5507064259182
10338880	4.22900010615747
10338881	1.77366299780772
10338882	1.67891004790535
10338883	1.44653598874942
10338884	2.47239012827057
10338885	6.00870321252998
10338886	3.59619320902033
10338887	5.88094050442387
10338888	3.66252609408234
10338889	1.69615207686748
10338890	4.61107864544113
10338891	1.78598883127488
10338892	1.27754920130949
10338893	3.76523174030239
10338894	5.31057702887931
10338895	3.50896054993396
10338896	1.35506012224973
10338897	1.35506012224973
10338898	2.92174916784372
10338899	1.94454370726637
10338900	2.47377611872564
10338901	1.06718843999725
10338902	1.44653598874942
10338903	1.28124093908529
10338904	3.52328894792619
10338905	0.923270794079236
10338906	4.979301968051
10338907	2.64777180932633
10338908	6.01262955881277
10338909	1.93895804747185
10338910	4.06605973727074
10338911	0.993369256832808
10338912	0.989713909473463
10338913	1.82003285238716
10338914	1.78598883127488
10338915	1.14469936093749
10338916	0.671431684243248
10338917	1.51361499824123
10338918	4.49103784192004
10338919	2.57186441386983
10338920	7.80312338760888
10338921	0.923270794079236
10338922	3.35134705917212
10338923	3.1413607262463
10338924	3.13346217135871
10338925	4.89091692854886
10338926	3.64297185764038
10338927	4.03709860320535
10338928	1.43610407730098
10338929	3.92654798636438
10338930	2.46826122617625
10338931	2.71789459374329
10338932	3.79494238556344
10338933	4.71226180374909
10338934	6.70993182629771
10338935	1.39692610476455
10338936	1.21114247633172
10338937	1.20373001814505
10338938	4.65429535587495
10338939	1.57562806996264
10338940	1.52035517191385
10338941	1.35506012224973
10338942	1.51361499824123
10338943	1.93895804747185
10338944	1.24707707680831
10338945	1.76316114251822
10338946	2.82176749992702
10338947	6.03601913438872
10338948	0.671431684243248
10338949	1.93702453084409
10338950	1.67891004790535
10338951	3.34037454442729
10338952	1.5978660928541
10338953	1.59465895329248
10338954	6.06708649265133
10338955	2.72986351843697
10338956	0.993369256832808
10338957	2.99882575427408
10338958	1.77638025551271
10338959	3.1413607262463
10338960	1.52035517191385
10338961	1.67891004790535
10338962	0.993369256832808
10338963	3.27674070109178
10338964	1.85470695285898
10338965	4.20755982426283
10338966	1.76584174206828
10338967	2.73605964761394
10338968	1.12991083498061
10338969	2.37455603033326
10338970	1.76584174206828
10338971	2.13563578061346
10338972	5.31911189941674
10338973	1.44653598874942
10338974	4.27056469486751
10338975	1.86349975221512
10338976	1.93895804747185
10338977	3.45821079684454
10338978	4.31331055706659
10338979	7.31684264817647
10338980	3.28710183629966
10338981	2.83191241343633
10338982	3.77137160338527
10338983	2.42774370152343
10338984	6.2114777285837
10338985	1.43257104318997
10338986	0.930451923039502
10338987	5.33061854770985
10338988	5.79966219434142
10338989	0.989713909473463
10338990	0.930451923039502
10338991	1.68479778701703
10338992	4.01057168132804
10338993	7.62707066290418
10338994	1.93702453084409
10338995	1.00427110620394
10338996	2.71789459374329
10338997	1.59465895329248
10338998	3.44119723881555
10338999	3.05443466811334
10339000	2.20540032478486
10339001	1.51361499824123
10339002	3.16215347519342
10339003	1.93702453084409
10339004	4.01057168132804
10339005	3.6380015810893
10339006	0.856827678685009
10339007	1.69615207686748
10339008	1.76584174206828
10339009	2.52630503437613
10339010	1.28124093908529
10339011	0.989713909473463
10339012	1.43610407730098
10339013	1.76584174206828
10339014	2.44088039479607
10339015	2.96816712169458
10339016	1.05981237222703
10339017	1.85009283668116
10339018	5.19938231369112
10339019	0.930451923039502
10339020	1.43610407730098
10339021	1.71216964811044
10339022	1.5978660928541
10339023	4.05427930585822
10339024	2.20540032478486
10339025	1.21114247633172
10339026	1.00427110620394
10339027	3.83203419059937
10339028	1.60728686607679
10339029	2.79076514876996
10339030	6.82841486485067
10339031	1.93895804747185
10339032	3.01142299658641
10339033	1.13363155539147
10339034	1.35506012224973
10339035	1.21114247633172
10339036	7.6632713612226
10339037	4.32944645081184
10339038	1.35506012224973
10339039	5.11268977683521
10339040	1.52035517191385
10339041	3.57705749775003
10339042	2.20821322660975
10339043	1.80184347685312
10339044	1.44653598874942
10339045	4.77751475229418
10339046	2.81986075806992
10339047	1.20373001814505
10339048	1.05981237222703
10339049	2.37455603033326
10339050	1.5978660928541
10339051	1.78598883127488
10339052	6.96070728201282
10339053	1.5978660928541
10339054	1.43610407730098
10339055	3.92403119523871
10339056	1.95317358095781
10339057	6.25394357836398
10339058	1.52035517191385
10339059	1.52035517191385
10339060	1.13363155539147
10339061	2.37455603033326
10339062	6.06258888965832
10339063	1.44653598874942
10339064	7.04592532089986
10339065	8.41637760246572
10339066	1.73174501409955
10339067	2.83191241343633
10339068	11.082038790925
10339069	1.76316114251822
10339070	5.73464324629003
10339071	5.30644327245179
10339072	1.60728686607679
10339073	5.00821044233225
10339074	0.671431684243248
10339075	2.20540032478486
10339076	1.44653598874942
10339077	0.793910344891703
10339078	0.993369256832808
10339079	1.93895804747185
10339080	10.762951544612
10339081	1.06718843999725
10339082	1.43257104318997
10339083	1.60728686607679
10339084	2.11846863062193
10339085	0.611870357388098
10339086	1.94454370726637
10339087	1.05981237222703
10339088	1.13363155539147
10339089	2.11572649604218
10339090	1.62233289370304
10339091	1.44653598874942
10339092	1.00427110620394
10339093	5.34623156101472
10339094	4.32598999544451
10339095	0.793910344891703
10339096	3.33252368967695
10339097	7.69464965909431
10339098	3.22039386552164
10339099	4.62903464366102
10339100	2.85813782553378
10339101	4.05753200543814
10339102	1.05981237222703
10339103	7.12147678287568
10339104	5.6103210973977
10339105	0.856827678685009
10339106	6.01467995243067
10339107	3.20443363900259
10339108	2.37939601538555
10339109	3.96274194698715
10339110	1.95317358095781
10339111	1.53346768291235
10339112	1.5978660928541
10339113	1.53346768291235
10339114	2.29246432122262
10339115	1.21114247633172
10339116	1.18751574995316
10339117	4.06062697770407
10339118	2.47239012827057
10339119	3.59898861364983
10339120	3.08769096506478
10339121	2.02879480187924
10339122	1.67891004790535
10339123	4.06062697770407
10339124	2.54937693816944
10339125	3.08530506692142
10339126	2.80756842248597
10339127	5.09396545106747
10339128	1.35506012224973
10339129	2.9859509181483
10339130	1.69067240319963
10339131	2.11846863062193
10339132	5.3464788591126
10339133	3.39746739216766
10339134	6.36577195288619
10339135	1.85470695285898
10339136	2.20675646890954
10339137	1.76584174206828
10339138	2.82176749992702
10339139	7.35093378989159
10339140	6.32055239973345
10339141	2.70092839436257
10339142	1.14469936093749
10339143	1.60728686607679
10339144	1.27754920130949
10339145	2.89585626077358
10339146	1.14469936093749
10339147	1.68479778701703
10339148	5.52931528955787
10339149	1.67891004790535
10339150	3.77506086744278
10339151	4.43656384997001
10339152	1.57562806996264
10339153	5.24490393510825
10339154	1.13363155539147
10339155	2.02879480187924
10339156	4.47864958729794
10339157	1.93895804747185
10339158	2.45226093438226
10339159	1.29218643138297
10339160	3.96859367566285
10339161	5.61652921416716
10339162	2.47377611872564
10339163	2.79076514876996
10339164	1.36228489413654
10339165	9.27302964867875
10339166	1.28124093908529
10339167	1.59465895329248
10339168	1.89013131514074
10339169	1.59465895329248
10339170	0.923270794079236
10339171	2.65035179530087
10339172	0.930451923039502
10339173	1.82003285238716
10339174	2.98156411308666
10339175	2.8904688927872
10339176	4.83244038116634
10339177	6.87388259829892
10339178	2.20459170683287
10339179	3.35548938650247
10339180	4.94392130794609
10339181	1.37643752599584
10339182	0.793910344891703
10339183	1.24707707680831
10339184	1.92138929841665
10339185	5.7087735085786
10339186	2.02588974163478
10339187	1.60728686607679
10339188	1.53346768291235
10339189	1.53346768291235
10339190	1.43257104318997
10339191	3.93969990844958
10339192	5.3631427785293
10339193	3.76028594565148
10339194	3.03663407757887
10339195	3.8864985311228
10339196	1.59465895329248
10339197	2.37939601538555
10339198	9.15469408590604
10339199	1.12991083498061
10339200	0.989713909473463
10339201	1.12991083498061
10339202	0.86035346028593
10339203	3.60762635379805
10339204	0.923270794079236
10339205	4.89091692854886
10339206	2.04965835061825
10339207	4.85284743351952
10339208	1.20373001814505
10339209	2.55809798058364
10339210	3.38645622884678
